"","text","emotion","polarity"
"2043","resign resign resign","unknown","positive"
"2044","you‚Äôre so scared go back to your bunkersee ya inyears or so","fear","negative"
"2045","s","unknown","positive"
"2046","criminal","unknown","negative"
"2047","average us coronavirus deathsright nowdeaths per daydays agodeaths per day ‚Ä","surprise","positive"
"2048","i knew he‚Äôd do this","unknown","positive"
"2049","you sir are an embarrassment were in a mess in the uk but we look to the us to remind ourselv‚Ä","unknown","negative"
"2050","youve gotta be kidding the people of the usa deserve the right to have you removed as soon as leg‚Ä","unknown","positive"
"2051","trump landslideˇáˇáˇáˇáˇáˇáˇáˇáˇáˇá if the demoncrats cheat may god have mercy on their soul","sadness","neutral"
"2052","i‚Äôm starting to hope that you try to refuse to leave the white house just to see you dragged out‚Ä","unknown","neutral"
"2053","even more so thanbecause we all knkw that was rigged","unknown","positive"
"2054","if i can order things pay bills and deposit a check and pay my fucking taxes electronically then‚Ä","unknown","negative"
"2055","or you could declas everything and tell the ugly truth to all americans about hollywood politicia‚Ä","fear","neutral"
"2056","there is no difference between absentee voting and mail in voting it works the same way i realiz‚Ä","unknown","negative"
"2057","hard pass from me arpx","unknown","negative"
"2058","i already voted in the primaries i cannot wait until i do not vote for you or any othermemb‚Ä","unknown","positive"
"2059","yes","unknown","positive"
"2060","le pr„sident de la r„publique reste en fonction jusqu„† linstallation","unknown","positive"
"2061","mr president please don‚Äôt even muse about postponing the election you are giving fodder to your enemies","joy","negative"
"2062","what exactly is the difference between mailin voting and absentee voting","unknown","negative"
"2063","honey the fraud is the person looking back at you in the mirror face it you will be embarrassed‚Ä","unknown","positive"
"2064","hmmmmm his reponse to covid is so clear nowhe is actively trying to destroy americahe wants‚Ä","unknown","negative"
"2065","so if i understand you right its safe to send kids and school works back to school forhours a‚Ä","unknown","positive"
"2066","bless your heart you‚Äôre going to lose big time vote by mail to drain the swamp of the snail you are","joy","negative"
"2067","and schools should reopen oh but just public schools right quit thinking out loud dumb goof","unknown","negative"
"2068","the great embarrassment to the usa is you nothing brings great embarrassment to the usa more th‚Ä","joy","neutral"
"2069","if protesting rioting is reason enough to ignore wuhan virus protocols wouldn‚Äôt a national elect‚Ä","unknown","negative"
"2070","this is donny say it times in meltdownkeep up the good work","joy","positive"
"2071","the left we must lockdown to save lives even if it means destroying the economy we must do mail‚Ä","unknown","negative"
"2072","trump is shaking in his boots hahah hilarious","joy","positive"
"2073","i love that when it‚Äôs the economy it‚Äôs open open open but the election it‚Äôs close close close th‚Ä","joy","negative"
"2074","just try it bunker bitch","unknown","negative"
"2075","a great embarrassment to the usahe actually typed that the man does irony unintentionally or otherwise","joy","negative"
"2076","funny thing states control the electoral college and election methodology not the federal governme‚Ä","unknown","neutral"
"2077","mr president the army votes by mail during the civil war the people voted and mos importantly‚Ä","anger","neutral"
"2078","are you out of your danm mind americans will vote november rd","unknown","neutral"
"2079","step carefully old man thats a bridge too far","unknown","positive"
"2080","just send those federal agents to get collect those ballots for you gtfoh","sadness","neutral"
"2081","will us citizens from all walks of life gender color and political affiliation let a dangerously‚Ä","unknown","positive"
"2082","holy cow trump got the exact reaction he was hoping for with this tweet entire thread of reees a‚Ä","fear","negative"
"2083","no matter what obstacles you out in front of us we will prevail in firing you in november","unknown","positive"
"2084","if people can go to walmart and the grocery storesyou can go vote in person i will not vote b‚Ä","unknown","positive"
"2085","democrats will register men womenkids pets illegals and felons to try and steal this election‚Ä","unknown","negative"
"2086","that would be illegal these are things maybe you should know if youre the president just saying","unknown","positive"
"2087","he is going to burn it all downtrumpthreatensamerica trumpisnotwell trumpisatraitor‚Ä","unknown","negative"
"2088","do it for the kids","unknown","positive"
"2089","suspend the election and take four more yearsdeclare martial law and go off the chain the poli‚Ä","unknown","negative"
"2090","ˇˇ","unknown","positive"
"2091","just hold the voting at lowes home depots and walmarts since the flu virus sorry the new killer‚Ä","joy","negative"
"2092","with you","unknown","positive"
"2093","i was curious who‚Äôs job in the government it is to wipe the constant shit spewing from your mouth‚Ä","unknown","neutral"
"2094","so let me get this right its unsafe to vote but its safe to send kids to school vote by mai‚Ä","sadness","negative"
"2095","dumbass trump needs to get the picture book version of the consitution and have hopey read it out‚Ä","sadness","neutral"
"2096","dictatortrump","unknown","positive"
"2097","nice to know that our president believes life in america will still be a horror in november guess‚Ä","disgust","positive"
"2098","nothing could be worse than you just resign now and save yourself the embarrassing actnof being d‚Ä","unknown","negative"
"2099","i get it your proposing we hand count all the ball‚Ä","sadness","negative"
"2100","why u told me virus is a hoax lol","unknown","negative"
"2101","you know only congress has the ability to change that as you know and this is to divert att‚Ä","unknown","positive"
"2102","president dingusu dont have the power to delay or postpone the electionits absurd for u to‚Ä","unknown","negative"
"2103","delay the election my assyoure going into the history books dustin bin as the word commander in chief evergoodbye","unknown","negative"
"2104","ok make sure you will win and destroy the ccp","unknown","positive"
"2105","sounds like your afraid of losing donnie","fear","negative"
"2106","recent studies show the disease can have‚†longlasting effects‚†such as‚†brain‚†and heart damageso‚Ä","joy","negative"
"2107","read the constitution stupid america will votenovemberand you cannot stop it","surprise","neutral"
"2108","just move to russia stop destroying america incompetent hoax president","joy","negative"
"2109","you can‚Äôt delay the vote","unknown","positive"
"2110","no we will not sit back and let you become a dictator","unknown","neutral"
"2111","what are you afraid of the country are up and running you asked for school to openso why not vo‚Ä","fear","negative"
"2112","can‚Äôt be any more inaccurate and fraudulent thanwhenwas put in office by the media","unknown","negative"
"2113","so it will be invalid if u win right","unknown","neutral"
"2114","sound worried","unknown","negative"
"2115","delay voting period until someone can wake up and smell the coffee","unknown","negative"
"2116","i never even thought of changing the date of the election why would i do that november rd it‚Äô‚Ä","unknown","negative"
"2117","f u","unknown","positive"
"2118","calm down and stop exhibiting megalomania please megalomania","joy","positive"
"2119","lol afraid to be kicked out","fear","negative"
"2120","nopeyou dont have the power and congress will never approveyoure still screwed in november‚Ä","unknown","positive"
"2121","nope as a matter of fact an overwhelming majority of we the people think it would be best if you resign now","unknown","neutral"
"2122","this will be the biggest republican victory since reagan in","unknown","positive"
"2123","we know you want people to go to rallies and the polls where theyll catch covid and oops too soon","joy","positive"
"2124","no facts or basis to your statement just political grandstanding to rev up press clippings the am‚Ä","joy","positive"
"2125","congress must change the election date not youbut thank you for letting us all know you are te‚Ä","unknown","neutral"
"2126","resign the mere suggestion of this should immediately cause the invocation of the th amendment","unknown","negative"
"2127","arrest trumpherman cain","unknown","positive"
"2128","you have proven yourself incompetent and unfit to be president you are an enemy of the united sta‚Ä","unknown","negative"
"2129","today donald our country is an embarrassment u amp brazil leader only world officials who do not be‚Ä","unknown","neutral"
"2130","the dictator will not get to stay in power in our democracy","sadness","negative"
"2131","you are the great embarrassment to the usa","joy","neutral"
"2132","come januarywe would have president donaldjtrump","unknown","positive"
"2133","i see your economic strategy is working ˇòÇˇòÇˇòÇˇòÇ","unknown","positive"
"2134","mailin voting would be a minor issue if the pandemic were contained perhaps we should work on trying to contain it","unknown","neutral"
"2135","nope we are all goodwe can‚Äôt wait to get to the pollsand we already know how the courts hav‚Ä","sadness","neutral"
"2136","youre losing so badly to biden that you have to suggest delaying the election as its the only wa‚Ä","unknown","negative"
"2137","if voters are purchasing their groceries at the cash register using social distancing why can‚Äôt vo‚Ä","unknown","negative"
"2138","the left are terroriststhe middle should wake up vote for trump","unknown","neutral"
"2139","no sir no you just handed liberals a big bat","unknown","positive"
"2140","are you trying to be impeached again","unknown","negative"
"2141","dear president trump please hold a press conference with the suvivors of covid who used hclzpac‚Ä","joy","positive"
"2142","was the most fraudulent election due to papa putintrump doesn‚Äôt have the power to change‚Ä","unknown","negative"
"2143","setting up your defense ahead of time in case you lose pathetic","sadness","negative"
"2144","hey little schmuck there are people dying because of your lack of leadership or care you do not‚Ä","joy","negative"
"2145","catch them by surprisemove the election up to next tuesday ˇòÅ","joy","neutral"
"2146","so the call to delay the election officially begins sad times for democracy","sadness","negative"
"2147","if we can shop and dine in now using masks and distancing why would going to the polls be any di‚Ä","unknown","positive"
"2148","nope bad idea just do absentee ballots and open out poll stations like we always do if we can g‚Ä","joy","neutral"
"2149","but if you won it would be the opposite have some confidence the lack of yours is showing","unknown","neutral"
"2150","comments on your murder of herman cainwhere you running off to","anger","negative"
"2151","pls tell schumerpelosiaoc they live in the united repeat united repeat united repeat unite‚Ä","joy","positive"
"2152","gg no re bruh","unknown","positive"
"2153","delaying the vote is not an option instead maybe executive order insisting on in person voting wi‚Ä","unknown","positive"
"2154","ˇêˇêˇê","unknown","positive"
"2155","here we go already setting up ur excuse for when you lose but no one is falling for it in fact‚Ä","unknown","negative"
"2156","once again trump you are spreading false statements more bullshit like usual your the embarrassm‚Ä","joy","positive"
"2157","no it won‚Äôt enough apparently you want to continue doing favors for vladimir putin before you l‚Ä","unknown","positive"
"2158","were no safe as longmas youre president so lets vote you out early before you do more damage‚Ä","unknown","positive"
"2159","if we can drive to walmart and the liquor store and show that we are of age to buy we can definitely show our id to vote","unknown","neutral"
"2160","i dont understand how people dont understand that it is imperative to vote this traitor to the u‚Ä","unknown","neutral"
"2161","no don‚Äôt even try it","unknown","neutral"
"2162","what is the difference","unknown","positive"
"2163","can you just stop with all your liesmail in voting is not a problem you know what is ‚Ä","unknown","positive"
"2164","no way you won the first election unfairlyare you trying to do it again","unknown","negative"
"2165","this is the sad attempt to build a case by a failing president that knows he is going to lose you‚Ä","sadness","negative"
"2166","trumpisaracist trumpthreatensamericatrumppressconference","unknown","positive"
"2167","nice tryyou‚Äôre losing everywherewith every demographic except maybe really white uneducated‚Ä","unknown","neutral"
"2168","you afraid because for your meeting in tulsa you not sayed the same thing","fear","negative"
"2169","no one believes this nonsense no matter how long you ramble on about it","unknown","negative"
"2170","um there‚Äôs this little thing called the constitution donny perhaps you should read it before‚Ä","unknown","negative"
"2171","it‚Äôs like you‚Äôre not even trying not to sound insane","joy","neutral"
"2172","if you do everyone will be dead","unknown","neutral"
"2173","you just know you are gone lose and will do anything to stay there as long as you can when you ge‚Ä","unknown","neutral"
"2174","hmmwhy would you deem it unsafe to vote you want schools open you want businesses open now‚Ä","unknown","neutral"
"2175","instead of mail in ballets why not have aordays of voting that way no rush to vote and no excuses","joy","negative"
"2176","be quiet liar everything you say about the election is wrong you are trying to deflect attention‚Ä","unknown","negative"
"2177","cannot be a greater embarrassment than you being in the oval office glad your days are numbered‚Ä","joy","neutral"
"2178","perhaps you should seek out the expert virologist psychiatrist that spoke with the demon sperm doc‚Ä","unknown","negative"
"2179","you can go vote at the ballot box after seeing all else the left is doing they can go wrap thems‚Ä","unknown","negative"
"2180","no president in history has ever pulled that off you wont be the first","unknown","positive"
"2181","that‚Äôs unconstitutional and not how it works idiot and it‚Äôs scarycrazy that you‚Äôd even ask for‚Ä","unknown","negative"
"2182","the answer from the country is no no sir no we will not be doing that","unknown","positive"
"2183","three question marks three answers no no no face the voters you coward if it‚Äôs possible t‚Ä","unknown","negative"
"2184","you can‚Äôt delay the election the americans want you out of office it can‚Äôt come too soon the tr‚Ä","unknown","neutral"
"2185","you cant delay the election only congress can","unknown","negative"
"2186","it cannot be more fraudulent and inaccurate thanwas","unknown","negative"
"2187","if anything we should bump it up before you completely destroy our country trumpvirus","unknown","negative"
"2188","your an embarrassment to our country its time for you to be kicked out of the white house and for‚Ä","unknown","negative"
"2189","the president has no balls facing that hes going to lose terrible","fear","negative"
"2190","killamericans by novdefund the post officecreate mayhem in the streetsinc‚Ä","unknown","positive"
"2191","well ine less vote for trump thanks to his tulsa rally hermann caine caine wont be at the polls","unknown","positive"
"2192","americans have been voting by mail for decades doofusthis lie doesnt fool anyone on november‚Ä","unknown","negative"
"2193","you are so pathetic","sadness","negative"
"2194","youre thinkingfor most fraudulent electiondont get comfortable fat assif you dont leave well come and get you","joy","negative"
"2195","yeah nah were goodking of delusions","unknown","negative"
"2196","screw you take it like a man","joy","neutral"
"2197","trump to usain bolt if you win them dash its because the race was riggedtrump to‚Ä","fear","neutral"
"2198","or until you think you can win","unknown","positive"
"2199","i have been saying for months to push the election to novemberif we cant go to the polls‚Ä","unknown","negative"
"2200","for every person you insult amp demeanmore are disgusted for every stupid idea amp diversion you‚Ä","disgust","negative"
"2201","but wait teachersstaff and kids should all go back to school yet you want to delay the ele‚Ä","unknown","positive"
"2202","nope  nyet nÂç nul he„ bir","unknown","positive"
"2203","no youve literally set it up for failure by purposefully putting in a post master general who is‚Ä","unknown","neutral"
"2204","you are the only most inaccurate amp fraudulent thing about the upcoming election donnie many peopl‚Ä","unknown","negative"
"2205","you can‚Äôt do this and if you try the american people won‚Äôt allow it","unknown","neutral"
"2206","i propose moving the election to september seems like a good idea anyone else","joy","positive"
"2207","fuck no","unknown","positive"
"2208","you wouldlike that dont you","unknown","positive"
"2209","over my dead body","unknown","negative"
"2210","absentee voting is the same thing you idiot stop the symantics","unknown","negative"
"2211","gfy criminal","unknown","negative"
"2212","it‚Äôs all the samewhere have you beenstates have been voting by mail for yearsyou have no basis for this ˇëû","unknown","positive"
"2213","but it‚Äôs ok to open schoolsdays until you pack your bags biden","unknown","positive"
"2214","he‚Äôs going to try and hi jack the election","unknown","negative"
"2215","and finally the mask is off","unknown","positive"
"2216","you‚Äôre the only embarrassment","unknown","negative"
"2217","you ‚Äúmrpresident‚Äù are the greatest embarrassment ever to this country nothing could be worse t‚Ä","unknown","negative"
"2218","herman cain died from the trump virus today","unknown","neutral"
"2219","shut up orange man","unknown","positive"
"2220","ideadays to vote novto time for all touchdownmr presidentlove how you‚Ä","unknown","positive"
"2221","aww poor baby is upset that the polls are showing him losing the election wah wah big tantrum time","anger","negative"
"2222","ask your friend vladimir ˇòû","joy","negative"
"2223","absentee voting is mail in voting so are you saying mail in voting is good","joy","neutral"
"2224","no no no it‚Äôs time for you to go if kids can go to school and people go to work we can vote","unknown","positive"
"2225","mailin votingabsentee votingyoure a great embarrassment to the usasee itemsandabove","joy","neutral"
"2226","leaveget outyou have done enough harm","unknown","negative"
"2227","yes delay the election until","unknown","neutral"
"2228","what new hell is this incendiary tweet distracting from","unknown","negative"
"2229","but send all those little kidletts back to school because it can be done properly securely and sa‚Ä","unknown","positive"
"2230","is that why you instructed the post office to hold up the mailyou idiot dont you realize peop‚Ä","unknown","negative"
"2231","i am in favour of earlier elections in september then the drama with the destroyer of the america‚Ä","joy","negative"
"2232","if it is inaccurate amp fraudulentit will only be so because of you you are the most corrupt pre‚Ä","unknown","negative"
"2233","we want to get rid of incompetence in the white house like yesterday delay is not an option wh‚Ä","joy","negative"
"2234","keep making up all the excuses you care to for losing the election it‚Äôs your self fulfilling prop‚Ä","joy","negative"
"2235","look up what dictators do in order to tamper with democracy ah i see you alreaday looked it up","unknown","neutral"
"2236","yesbut also write an xo forbidding unsecure voting in us elections it‚Äôs logicalwe have c‚Ä","unknown","negative"
"2237","there‚Äôs no reason we can‚Äôt vote in person we cannot allow the dirty dems to scare us from going‚Ä","fear","negative"
"2238","scared we want your racist evil asshole self out of the white house youre nothing than a piec‚Ä","anger","negative"
"2239","ˇöˇöyou‚Äôre the fraud asking the post master general to slow the mail down and cut post office hours‚Ä","unknown","negative"
"2240","let‚Äôs do it now since it‚Äôs safe enough for kids to go to school","unknown","positive"
"2241","is the virus real or a hoax i cant keep upkids can go to school but we cant votei say we‚Ä","unknown","negative"
"2242","no one can interfere in americans right of voting skills capabilities thoughts amp ideas of a le‚Ä","unknown","neutral"
"2243","if that‚Äôs the case then you need to clear out because you are not doing your job","unknown","negative"
"2244","you are the worst president ever the majority of americans strongly dislike you","unknown","negative"
"2245","heil donald","unknown","positive"
"2246","well if anyone knows anything about not doing their joblameduckimpotus","unknown","positive"
"2247","votebluetorestoreethics","unknown","positive"
"2248","agreed mr presidenti live in portland and i see the lawlessness by these protesters ‚Ä","joy","negative"
"2249","then why hasnt the federal government been enforcing strict coronavirus rules from daythe‚Ä","unknown","negative"
"2250","we are now in a recession thank you trump","unknown","positive"
"2251","base to potus stop taking amp make it happen in jersey talk is cheap do your job knock some h‚Ä","unknown","negative"
"2252","you are behaving like a dictator and novemberthe people will let you know what they think about‚Ä","joy","positive"
"2253","trump needs to focus on the underlying reason for the ongoing and nationwide peaceful protests st‚Ä","unknown","positive"
"2254","youre the one not doing his jobshe has not killedlike you have with your‚Ä","unknown","positive"
"2255","she isnt doing her job he tweets from t‚Ä","unknown","negative"
"2256","you‚Äôre not doing your job do you know what your job is","unknown","neutral"
"2257","sorryi disagreekate brown is showing the leadership you lack donnieand that we need in t‚Ä","unknown","negative"
"2258","hold the white supremists","unknown","positive"
"2259","we have an anarchist amp agitator in theand yet the gop lead senate does nothing","unknown","negative"
"2260","martial law feds aren‚Äôt wanted","unknown","positive"
"2261","has done a better job than you portlandstrong","unknown","neutral"
"2262","did you check the numbers today k americans dead including herman cain andcontraction in‚Ä","unknown","negative"
"2263","stopinstigatingviolence","unknown","positive"
"2264","youre not doing your job","unknown","negative"
"2265","not much behind her face of fury she is a yes person for the gestapo","anger","neutral"
"2266","shut up why aren‚Äôt you at john lewis funeral","unknown","positive"
"2267","you andare domestic terrorists per usc and will be prosecuted you the fullest ext‚Ä","surprise","positive"
"2268","you were the one not doing your jobˇ","unknown","positive"
"2269","you lie and people are dyingand counting you‚Äôre a liar","unknown","negative"
"2270","gtfo of oregon we are a happy peaceful hardworking state and your help is not needed with prote‚Ä","joy","positive"
"2271","gtfo","unknown","positive"
"2272","herman cain died because you didnt do your job","unknown","negative"
"2273","repetition endless repetition most people have heard enough","unknown","negative"
"2274","trump is a cowarda coward will always pretend to be something he is not and more often than not‚Ä","unknown","negative"
"2275","you arent doing your jobyou failed at protecting america from the spread of covid then you‚Ä","unknown","positive"
"2276","voters are going to turn you over toshes gonna take all your money and lock y‚Ä","disgust","positive"
"2277","i bet you cant name a single one to support your wild claims","unknown","neutral"
"2278","its interesting fact you never provide evidence nor facts to back up your claims","unknown","positive"
"2279","sir what does that have to do withdead americans from coronavirus and your failed leadership ˇî","unknown","positive"
"2280","its the trump virus please get it right votebluetoendthisnightmare","joy","neutral"
"2281","stop calling it the china virus","unknown","negative"
"2282","riphermancain trumpliesamericansdie","unknown","positive"
"2283","how about your new numbers those are now a lie too hypocrisy rains in the whitehouse","unknown","negative"
"2284","herman cain is dead because he went to your rally","unknown","neutral"
"2285","are you really not going to talk about the death offrom covid after going mas‚Ä","unknown","negative"
"2286","person womanmancameratvthetv stands for trumpvirus","unknown","negative"
"2287","you killed herman cain trumpisamurderer","unknown","positive"
"2288","right you mislead the us to a disaster indeed poor american people with you as a fake presi‚Ä","sadness","negative"
"2289","tick tock mr orange tick tock","unknown","positive"
"2290","are u seriousu need to take another cognitive test","unknown","negative"
"2291","you have no power to delay an election and in case you weren‚Äôt aware the most fraudulent electio‚Ä","unknown","negative"
"2292","ive never voted a day in my life where can i go to register to vote this year‚Ä","unknown","positive"
"2293","whos gonna tell him that under the th amendment to the constitution and the rd presidential s‚Ä","unknown","positive"
"2294","lolparanoia will destroy youbye bye now","unknown","neutral"
"2295","fear rules the world and we are its minions","fear","neutral"
"2296","no stop delaying your demise the election will be held or you will concede your seat to nancy pelosi","unknown","negative"
"2297","you dont have that power sorry times almost up better figure out which country youre fleeing to","sadness","negative"
"2298","no just have the election with no mass mail in voting","unknown","neutral"
"2299","not gonna happenhowever this ˇëá will still happen on schedule","unknown","positive"
"2300","the constitution has it written in law that the election must be held on the first tuesday after t‚Ä","unknown","negative"
"2301","your words are destabilizing to an already fragile nation these words are u presidential unpatri‚Ä","unknown","negative"
"2302","that would bethe embarrassment is still going you only want to delay the election because‚Ä","unknown","negative"
"2303","explain how putting a ballot in the mail would be different","unknown","positive"
"2304","trump will not say this but i willtoday we put to rest a real saint john lewis put his body in‚Ä","unknown","positive"
"2305","negative trump the greatest embarrassment this country has ever faced was the day you were electe‚Ä","unknown","neutral"
"2306","most people are going to vote in personyou are committing voter interference right now with th‚Ä","unknown","neutral"
"2307","sir you amp your ilk are going to prison","unknown","negative"
"2308","haha youre hilarious","joy","positive"
"2309","distraction good try covid coronavirus joebidenforpresident","joy","negative"
"2310","resign first and we might consider it","unknown","positive"
"2311","there‚Äôs no different in absentee voting and universal voting it means everyone can vote by mail n‚Ä","unknown","neutral"
"2312","you dont have the power to do so only congress can determined that the election be delayed don‚Ä","unknown","negative"
"2313","getting your excuses in early for your huge defeat","unknown","negative"
"2314","this bitch wants it to be ‚Äúsafe‚Äù for people to properly vote meaning he‚Äôs aware of how dangerous‚Ä","unknown","negative"
"2315","this would not be your stance if the polls were in your favor and if the economy was betterwe a‚Ä","joy","positive"
"2316","no go away","unknown","positive"
"2317","cant do it sir constitution sets the date","unknown","positive"
"2318","your incompetence killed herman cain oh and k other americans trumpgenocide trumpplague","unknown","negative"
"2319","kicking drowned","unknown","positive"
"2320","bullshit presdeath","unknown","positive"
"2321","im no scientist but couldnt you just have reps from each party there to make sure mailin votes‚Ä","unknown","positive"
"2322","i have suggested this far long ago just watch the protest and covid will end soon","unknown","negative"
"2323","youdonald j trump impotusare the greatest embarrassment this country has ever seen‚Ä","unknown","positive"
"2324","come on mr president the chinese people will help you run for president of the united states comrade jianguo come on","unknown","positive"
"2325","hard no honestly i‚Äôd risk my health to vote you out of office you‚Äôre even more of a risk to my healthwellbeing","unknown","neutral"
"2326","it sure sounds a lot like you had all your bets on hacking machines doing it all on paper well‚Ä","joy","positive"
"2327","the percent of proven voter fraud by mailin ballots isbut go off","unknown","negative"
"2328","noooo ewwwww","unknown","positive"
"2329","here you go mr joe","unknown","positive"
"2330","no loser we are not delaying the elections","unknown","negative"
"2331","good evening mr the president its a good news about that so i voted yes we can","joy","positive"
"2332","quiet reek","unknown","positive"
"2333","reported","unknown","positive"
"2334","murderer trumpliesamericansdie","unknown","positive"
"2335","you are the great embarrassment to the usa","joy","neutral"
"2336","there is no difference your ignorance knows no bounds ˇôÑ","unknown","negative"
"2337","in your dreams","unknown","positive"
"2338","and youll still win just like the last time mr president ˇòÅ","joy","neutral"
"2339","this is so wrong that the democratic party is wanting to be so determined to destroy the laws that‚Ä","unknown","negative"
"2340","ok i get that you think your a genius but has anyone explained to you how transparent you are we‚Ä","sadness","neutral"
"2341","you are losing and you know it this tweet is a tell that you are scared","fear","negative"
"2342","i want my right to vote at pollsfuckmail in voting to much fraud been proven","unknown","neutral"
"2343","you are the great embarrassment to the usa you need to leave trumpthreatensamerica resignnowtrump","joy","negative"
"2344","whahahahhahahahahaaa youlookridiculous","unknown","positive"
"2345","ohˇëèhellˇëènoˇëè","unknown","positive"
"2346","do whatever you want dudei‚Äôm still going to find a way to vote against you and all your stupid‚Ä","unknown","negative"
"2347","you pulled out of the campaign in michigan no candidate would pull out of a battleground state in‚Ä","unknown","neutral"
"2348","nice try people will vote you will lose no way you can delay anything","unknown","negative"
"2349","also you voted by mail are you admitting to cheating","unknown","positive"
"2350","okay but no","unknown","positive"
"2351","please turn on cnn and see what respect for a compassionate and great leader looks likeso gl‚Ä","joy","positive"
"2352","bro you‚Äôre fucking insane","anger","negative"
"2353","article ii the presidencysection ithe congress may determine the time of choosing the elect‚Ä","unknown","positive"
"2354","whats wrong snowflake worried youre gonna lose","unknown","negative"
"2355","your presidency is like an s horror movie the first person in your administration to die is a black man","disgust","negative"
"2356","i guess you just need to find a way to stay as president because you know that being reelected is‚Ä","unknown","neutral"
"2357","report this tweet","unknown","positive"
"2358","when i wore this uniform i pledged an oath to defend our republic and the constitution that govern‚Ä","unknown","positive"
"2359","congratulations another record","unknown","positive"
"2360","k","unknown","positive"
"2361","if you can go to walmart and brag about not needing a mask you shouldnt be afraid of the outcome‚Ä","fear","negative"
"2362","drop in gdpquit saying stupid shit to distract from the economic calamity that you have‚Ä","surprise","negative"
"2363","president pelosi","unknown","positive"
"2364","the president is not above the constitutionthe election will not be delayedif it is our de‚Ä","unknown","neutral"
"2365","no we want you gone asap your handling of the pandemic protests and conduct on the world stage‚Ä","unknown","positive"
"2366","wewillvote","unknown","positive"
"2367","no spanky you‚Äôre not squatting any longer than the law allows distracting from the news that you‚Ä","unknown","negative"
"2368","just set up the voting booths in walmarts","unknown","positive"
"2369","let‚Äôs vote you out nowˇáˇá","unknown","positive"
"2370","run amp hide","disgust","positive"
"2371","so youre still touting this line hey setting up for not leaving the white house qnd starting a‚Ä","unknown","positive"
"2372","your distraction isnt working and you lie lie lie","unknown","negative"
"2373","how is the econ doing","unknown","positive"
"2374","no evidence to back up this claim wondered how long it would be beforesuggested‚Ä","unknown","negative"
"2375","the uk are restricting mailin voting because of fraud concerns","unknown","negative"
"2376","lmao so you know you going to lose ˇòÇˇòÇˇòÇˇòÇˇòÇ","unknown","neutral"
"2377","how about extending voting over several days instead","unknown","positive"
"2378","this week in most predictable things evercovid fatalities related to trump tulsa racism rall‚Ä","unknown","neutral"
"2379","the date wont be change and you will have to vacate the whitehouse in january","unknown","positive"
"2380","you are an embarrassment to the usa you are inaccurate and fraudulent im voting when early voti‚Ä","unknown","negative"
"2381","mr president please tell me the difference between mail in ballots and absentee ballots there is n‚Ä","joy","neutral"
"2382","nope start earlier bluewave savetheus","unknown","positive"
"2383","i get ur concern i except the dems to completely try and rig the vote through fraud what is the‚Ä","joy","negative"
"2384","attempt to delay the election and we will make portland look like a book club meeting by comparison ˇñïˇè","joy","neutral"
"2385","and so it begins","unknown","positive"
"2386","now you‚Äôre worried about embarrassing usfeels empty","unknown","negative"
"2387","you don‚Äôt have the authority to delay the election ‚Äî and absentee voting is mailin voting or are‚Ä","unknown","negative"
"2388","i reported this tweet you lyingbitch","unknown","positive"
"2389","i see you got herman killed geez now you need another poc friend","joy","negative"
"2390","lmfao how unconstitutional can you get","sadness","negative"
"2391","fuck fucking with our constitutionour country our democracy you made people put there live‚Ä","unknown","positive"
"2392","ladies and gentlemen i present to you the man who says schools must open periodda fuct","unknown","positive"
"2393","u bastard","unknown","negative"
"2394","no no no we want you out asap","unknown","positive"
"2395","only dictators delay or cancel elections","unknown","positive"
"2396","not true","unknown","positive"
"2397","are you who have always denied pandemic concern for the people nowor is it fear of losingit seem‚Ä","fear","negative"
"2398","nah dude we‚Äôre getting your stupid ass outta there","surprise","negative"
"2399","trump","unknown","positive"
"2400","american civilians dead in the lasthours total towhile new zealand is covid fre‚Ä","unknown","negative"
"2401","the gop in every state better have a monitor in every polling location watching everyone counting‚Ä","unknown","positive"
"2402","someone‚Äôs a little scared lol","fear","negative"
"2403","lol we all saw this one coming","unknown","positive"
"2404","how cantalk about anyone when her district of sam francisco is such a shitholei‚Ä","unknown","positive"
"2405","oooh that‚Äôs a novel idea if the democrats are so worried about people not being able to get out‚Ä","sadness","negative"
"2406","america will forever rue the day they voted this embarrassment into office","sadness","negative"
"2407","distraction herman cain is dead because of your stupid rally and the refusal to socially distanceyou are done","surprise","negative"
"2408","your daughter has the voting machines you appointed a buddy donor head of the usps your call you‚Ä","unknown","negative"
"2409","yes","unknown","positive"
"2410","oh hell nowe can‚Äôt have any extra days with you in office","unknown","negative"
"2411","the only thing inaccurate and fraudulent here is you","unknown","negative"
"2412","boomthere it is you let people die and covid to spread for your political gainour blood is on your hands","unknown","neutral"
"2413","your friend died hermancain covid antimask","joy","positive"
"2414","your mouth keeps coming open so we must votetrump","unknown","positive"
"2415","well its not legal to do so so probably not going to happen","unknown","positive"
"2416","your rally killed herman cain","unknown","positive"
"2417","the distracter in chief speaks ˇˇòÇˇˇòÇ","unknown","positive"
"2418","guess what you psychopath voting can be done online safely if you know what your doing","unknown","positive"
"2419","noyou are the fraud you are the embarrassment","unknown","negative"
"2420","insaneclownprez","unknown","positive"
"2421","you are gonna lose trump","unknown","neutral"
"2422","and so it begins","unknown","positive"
"2423","president donald trump is right because if they have been censoring peoples activities on social‚Ä","unknown","positive"
"2424","good thing you can‚Äôt do that republicans hate democracy","anger","negative"
