"","x"
"1019","we need you bidentosaveamerica bidenpledgesallegiancetous biden"
"1020","stfu bill he is doing his job last time i remember you canâ€™t complete a sentence without completely fucking up"
"1021","yâ€™all need to quit making this virus out to be so deadly iguarantee that if you were elected theâ€"
"1022","well jojo since you know exactly what we need why dont you work as a proposal then go bridge the gap betâ€"
"1023","please former vp joe ask former p obama to be your vice president please we the team back together save america"
"1024","joe keep up with the newswhen are you interviewing with chris wallace"
"1025","american political deceptionis responsible for destroying theamerican dream he was unâ€"
"1026","youre like three months too late dude"
"1027","its under control and declining nationally you cant run on any record because you havent got one soâ€"
"1028","haha still pumping the ppe fraud hysterical are we short ventilators too you dementia clown haha"
"1029","tell your ventriloquists to stop tweeting in your name your handlerscaretakers will be in charge of ourâ€"
"1030","trump is a looser a sitting president always focusing on fake news do whatâ€™s necessary and stop complainâ€"
"1031","we need to stop hassling peopleend the war on weed"
"1032","has no plan i look forward to your leadership"
"1033","sorry hes too busy doing his job for putin and golfing"
"1034","lol joey trump long ago provided millions of ppe for the health care workerswhere in the world haveâ€"
"1035","pickas vp"
"1036","i call bullshit"
"1037","endorseubi ubi mlk"
"1038","joeyou cant even read from s and a teleprompter there is no way you are going to run americaretire"
"1039","the memory failing part is classic ğÿ˜‚ğÿ˜‚"
"1040","you know the history but you achieved nothing meaningful during your pastyears in the government trumplandslide"
"1041","as long as your optimism is based in reality and not fantasy likeall will be ok"
"1042","hope doesnt stop evictions help stops evictions less hope and more helpvoters have heard enough happy talk"
"1043","lots of potentially very dry dusty roads as we run low on primary water sources"
"1044","this tweet is meaningless"
"1045","think of them as the axis whoâ€™s your ike your patton your macarthur start naming names and put them to work"
"1046","with muslims and china running show no thanks joe sold soul gitmo awaits"
"1047","there is no we there is the rich and the rest of us"
"1048","career politicians made it a tough road by taxing and over regulating our employers and businesses vilifâ€"
"1049","you need more string"
"1050","i love thisparody account"
"1051","â€œtogetherâ€ means joe and his corporate sponsors not us he wonâ€™t do anything substantive to help us"
"1052","comment from democratreally mr biden i hear many people to this day saying better trump than killaâ€"
"1053","you said it joe now lets pass medicare for all ğÿ˜š"
"1054","there is nothing were unable to achieve when we do it together so you think ma gnd amp free college arâ€"
"1055","did you forget your friends removed our history and you removed your public whipping station too we noâ€"
"1056","youhave no clue pathetic"
"1057","i honestly believe the union should be dissolved at this point"
"1058","which is why you just shot down policy proposals that are extremely popular with your base ğÿ–•ğÿğÿ–•ğÿğÿ–•ğÿ"
"1059","can we get better options for president"
"1060","stay in your basement"
"1061","what tf does this even mean"
"1062","then how come the dems are not working with us why do you go against our president at every turn if youâ€"
"1063","hopeforthefuture"
"1064","maybe you should at least give some lip service to policy that will help the nonrich in this countryrâ€"
"1065","this tweet is divorced from reality you are making the road tougher for millions of americans by refusinâ€"
"1066","we dont want to do anything with you decades of your work are on display accepting your policies willâ€"
"1067","then you said you are antilegal cannabis so gofuckyourselfjoebiden i will nevervotebiden"
"1068","you have to do it together because you cant even walk on your own"
"1069","and we need strong relationships with our real allies and a strong stance toward russia north korea andâ€"
"1070","illusion maybe not but delusionsyou have many trumptrumpvictorynowmorethaneverwalkawayâ€"
"1071","do you know where you are right now"
"1072","except medicare for all green new deal and preventingmillion people getting evictedpiss off withâ€"
"1073","what the fuck does this even mean"
"1074","except and policy that helps we the people sure youll make sure the bankswall street and mega corps gâ€"
"1075","this is your history of racism throughout your political career"
"1076","says you donâ€™t write your tweets hell iâ€™d bet anotherthat you canâ€™t even read them"
"1077","you are not helping"
"1078","if you want the left you have to reach out to us earn our fucking votes"
"1079","ummm i dont have a lobbyists where do i fit in mall"
"1080","joe you have delusions of adequacy brought on by your dementia"
"1081","except provide medicare for each and every citizen of this country cant seem to manage that wont evenâ€"
"1082","dear whoever is writing joes tweetswere curiousjoes been in office since the early s he shoâ€"
"1083","you are delusional"
"1084","if theres nothing were unable to achieve then why shoot yourself shoot the public before even geâ€"
"1085","trumpnowmorethanever"
"1086","thatâ€™s just hallmarky"
"1087","stop clogging the twitter feed with bable we know joe does not write these they are sent in from chinesâ€"
"1088","you forgot to reclaim your time before your tweet"
"1089","bro have you ever read about our history"
"1090","vapid platitudes are not confidenceinspiring"
"1091","im optimistic that joe biden wont get within kid sniffing distance of the oval office unless he takes the tour"
"1092","platitude"
"1093","you said trump was the first racist president dude you clearly do not know the history and heart of thisâ€"
"1094","wow way to say absolutely nothing"
"1095","you literally could not be more full of shit if you dehydrated and vacuum packed it"
"1096","who made this virus who send this virus to america who kill people everyday who will destroy us withoâ€"
"1097","dearwhen you are sworn in will you promise to have trump thoroughly investigated for treasonâ€"
"1098","iâ€™m all for joe knock it off with these dumb optimistic tweets"
"1099","yes real sweet"
"1100","youâ€™ve done nothing for this country the whole time youâ€™ve been in office stop hiding and come out of yoâ€"
"1101","pure pablum you literally rejected every progressive proposal not voting for you bud"
"1102","we know your history and your history is you have done nothing to better america iâ€™m curious how does iâ€"
"1103","i want to see"
"1104","except ma except police reform except criminal justice reform except taxing the rich except free colâ€"
"1105","we need specifics joe not simply platitudes"
"1106","you did not write this joe"
"1107","you and ur party have stated numerous times â€œthe heart of our country is systemically racist misogynisâ€"
"1108","all these pathetic dem politicians always preach like inclusionist during election once in office theyâ€"
"1109","unitedwestandwithbiden"
"1110","so youre saying you understand the depths of the crisis we are faced with but you managed to say nothinâ€"
"1111","lmao your slogan may as well be good things arent possible"
"1112","you probably dont know what day it is go take a nap and think back on the good ole days dropoutjoe"
"1113","thank you vice president bidencant wait to call you president biden im working for you because i kâ€"
"1114","you know who can handle hard work with you"
"1115","i donâ€™t think you know the history or heart of this country the people rejected you they rejected yourâ€"
"1116","so true mrbidenwith god on one side on you on the other will be able to achieve everything ğÿ˜šğÿ’™"
"1117","well said sir well saidthats why i am confident american people will come together in november to hâ€"
"1118","i trust president trump with my life i wonâ€™t trust you taking care of a dead mouse ğÿ"
"1119","look how much you and your family madedouble wow"
"1120","but youâ€™re insane"
"1121","especially when you take your aricept"
"1122","please select sally yates for your vp please"
"1123","again when you say do it together you mean consolidating the left with the hard left and then paving oâ€"
"1124","good get barr the hell out of dc"
"1125","lol joes tweets are always at the top of the feed ğÿ˜‚ğÿ˜‚"
"1126","bluetsunami"
"1127","im recalling how themeddled with the primary and fcked over the millions of progressive voters soâ€"
"1128","you belong in gitmo with obama amp all who participated in the coup dâ€™etat"
"1129","the real question is how well your bank account knows the bowels of foreign countries"
"1130","except medicareforall amp relief for the everincreasing number of people who are losing their jobs andorâ€"
"1131","and yet againdo you really think that democrats want you as president lolyou are a puppet iâ€"
"1132","you have a long track record for doing nothing what makes this any different"
"1133","yes we are fully aware of your political history trust me when i say just like before when you tried youâ€"
"1134","theres a lot of things that can be achieved in this country and if you were the president right now thisâ€"
"1135","then why didnâ€™t you achieve it in theyears as vice president and decades as a senatordoing the samâ€"
"1136","ğÿ˜"
"1137","thank you for the hope your leadership provides in the time of crisis"
"1138","general barr spanked the dems yesterday none of them can sit down todayalso joe it is nap time for you"
"1139","brown noser"
"1140","what have you done in the lastyears"
"1141","no ma no vote"
"1142","you got an uphill battle that will lead nowhere"
"1143","i am the glass is half full kind of guy mr vpwith your leadership id say bring those challenges on"
"1144","yessir trumpbaby"
"1145","make karen bass vp if you want to win"
"1146","the children are our future ugh what a meaningless campaign this is"
"1147","you have had overdecades to prove your worththe people are not as stupid as you are"
"1148","why havenâ€™t any of you done anything in all the years youâ€™ve been â€œpublic servantsâ€ this is the reason iâ€"
"1149","well said sir well said"
"1150","dude i remember when you used to drop the nword more than george wallace"
"1151","i am very sure you will not ever be president"
"1152","you canâ€™t remember what you ate this morning ğÿ™„ğÿ˜‚ğÿ"
"1153","go joe"
"1154","do you know what day it is"
"1155","this video proves biden has had a startling decline in cognitive abilityit also shows that he truly stâ€"
"1156","together with trump"
"1157","get tougher on messaging youre bringing a knife to a gun fight charge up democrats with stronger wordâ€"
"1158","but arent u trying to erase the history"
"1159","nothing we cant achieve how about healthcare noso with you letting people die in a pandemic with reâ€"
"1160","joe didnt type this"
"1161","you mean the history of systemic racism thatâ€™s what youâ€™re counting on or is there any other history"
"1162","what have you democrats been doing in these cities for years that are burning if you did your jobs theyâ€"
"1163","thething ğÿğÿğÿ"
"1164","youâ€™re a career politician nearlyyears and you have nothing to showwhy would anyone believeâ€"
"1165","can we achieve medicare for all together joe"
"1166","i donâ€™t think you do because if you did you wouldnâ€™t even be running tbh anyway iâ€™ll probably vote for you"
"1167","thank you for the message of unity we have been a country divided for what seems like forever in the lasâ€"
"1168","i wonder if joe biden were asked to namepresidents if he could do it i wonder if joe biden can rememâ€"
"1169","the history might be the same but the heart of this country is very different do you know it"
"1170","were going to continue spinning in bullshit until we alleviate the stress caused by povâ€"
"1171","tried and wish you the best"
"1172","hahahahaha whereâ€™s my boots ğÿ"
"1173","nothing we cant achieve so lets simply put medicare for all on theplatform"
"1174","action not wordsyou hadyears in the white house to clean up crime in chicago etc and you failed"
"1175","lets go joe"
"1176","your history encompasses a genocide at its inception followed by slavery to build the foundations of theâ€"
"1177","im not optimistic because well either be stuck with you a rapist who is losing cognitive function orâ€"
"1178","will try to win at any cost i hope your campaign is ready to topple bs"
"1179","can you get me onto a board making millions from a foreign government"
"1180","i wonder if the person writing these feels any sense of accomplishment at coming up with such hollow meanâ€"
"1181","thats why you wont be president because american patriots will vote together to reelect president trump"
"1182","dude seriously this is rich even for thestaffer writing this crap you know damn well joe canâ€"
"1183","who wrote this one for you"
"1184","you threw away the best opportunity to win southern states and southern senate seats with your not so hidâ€"
"1185","itâ€™s time to step up your efforts to end the protests agitators are causing more harm amp fear that the coâ€"
"1186","susan rice for vp ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™"
"1187","asking againwhoâ€™s tweeting for you"
"1188","you are standing in the middle of the road blocking the way move"
"1189","illusions no hallucinations probably"
"1190","ğÿğÿğÿğÿğÿ sometimes you just have to laugh when you speakmr eyes wide shut or was it mr head in the sand"
"1191","thought it was going to be a woman of color oh waiti forgot"
"1192","yes afteryear of govâ€™t service your entire family became millionaires how"
"1193","no illusions ğÿ˜œ but you have dementiaand this race is not even close"
"1194","you were there at the founding right"
"1195","how come you want to keep locking people up for weed joe biden"
"1196","youâ€™re nothing but a trojan horse for the far left agenda"
"1197","first of all i donâ€™t believe you write your own tweets second of all your a conman a plagiarist a liar and a thief"
"1198","make a statement on troop withdrawal from germany please i"
"1199","not doing a thing with you corruption stinks like high heaven"
"1200","obama tricked us with this kind of bullshit it wonâ€™t work a second time"
"1201","âïâïâïâïâïâïâïâïâïâïâïâï"
"1202","indeed you have a massive battle ahead of you repairing the damage the administration of the lastyearâ€"
"1203","when we start living in a world filled up with people who can feel the inner healing love coming from theâ€"
"1204","medicareforall"
"1205","yeslike getting rid of politicians whove done nothing except make their families rich forsome years"
"1206","you get lead around like a horseno thanks"
"1207","but you wont even try threatening to veto ma supporting fracking and extending the life of the fossilâ€"
"1208","thanks mr biden for the wise counsel of a grownass adult who belongs at the head of the cabinet tableâ€"
"1209","go joe go"
"1210","americans need medicareall you joe biden have not earned our vote joe biden you are so full of sâ€"
"1211","we have no illusions you are blocking mfa gnd military budget cuts and spent your career building theâ€"
"1212","if we can achieve anythingwhy arent you fighting for medicare for all"
"1213","you have had overyears to fix problems and have done nothing"
"1214","in the field of psychology the dunningâ€“kruger effect is a cognitive bias in which people with low abilitâ€"
"1215","you are why we voted for trump"
"1216","stfu forever"
"1217","please run your campaign assuming he could windonâ€™t assume the common sense will prevail over their riâ€"
"1218","medicareall joe not profit healthcare for greed of corporate donors notmeus"
"1219","how long is the list you have sir of things that you have to fix starting ini truâ€"
"1220","the road is gonna be super tough ahead if you keep spitting on progressives"
"1221","in a nutshell pedagogue youre delusionalâ"
"1222","a brutal history"
"1223","your words are empty meaningless really during a pandemic when there is so much suffering propping upâ€"
"1224","green new deal medicare for allotherwise you donâ€™t get my vote"
"1225","i agree we could achieve medicareforall and a greennewdealif we had political leaders who served theâ€"
"1226","you have no sense of reality"
"1227","endorse medicare for allwe all lost our insurance and we canâ€™t afford to be without it this country hâ€"
"1228","speaking of illusionsstill believe the trumputin fox version ofwtc amp wtceteam mikhailâ€"
"1229","would be your best partner to navigate these crisesno one is better on policy and follow through give us substance"
"1230","you say we can do this together years of your bullnothing will change as soon as your elected youllâ€"
"1231","medicareforall for the win"
"1232","reclaiming my time"
"1233","this doesnt sound like words you would use"
"1234","youre full of illusions"
"1235","except medicareforall greennewdeal legalizemarijuanaworking together to create fat stock portfoliosâ€"
"1236","youre the ones making it tough"
"1237","thats exactly how the racists feel also they are trying to be fascist together americans must see the dâ€"
"1238","you sure do joe"
"1239","medicareforall"
"1240","platitudes ğÿ‘†"
"1241","how can this be ignored"
"1242","dont pick kamala then"
"1243","interesting joe you just stated yesterday if elected youâ€™d be the most progressive potus in history iâ€™mâ€"
"1244","very few will vote for democrat chaosthey want calmthey want law and orderthey want trump"
"1245","your part of the history of racism your crime law disproportionately affected minorities and is what isâ€"
"1246","except medicare for all or a green new deal or free colleges universities amp trade schools or student debâ€"
"1247","nap time joe"
"1248","there is nothing were unable to achieve when we do it togetherlets start smallhow about a balâ€"
"1249","dude you sat in office for eight years and you and obama didnâ€™t do anything nothing but go on vacation noâ€"
"1250","please choosethank you"
"1251","biden"
"1252","medicareforall or no vote"
"1253","you will definitely not know how tough the road ahead will be because you wont remember"
"1254","you have literally nothing but illusions"
"1255","except for ma student loan crises holding banks accountable holding pharma accountable a green new dâ€"
"1256","is medicareforall achievable because we desperately need it"
"1257","iâ€™m sure you have lots of illusions joe itâ€™s time you retire and let someone younger take the lead yourâ€"
"1258","how about medicare for all"
"1259","fair enough you served in the senate for most of the history of the country"
"1260","who ever is handling this tweeter account needs to stop we all know that this man can not get a couple oâ€"
"1261","all of a suddenjoe sounds so presidentiali cannot wait for the first livedebateyou will be exposed"
"1262","what a joke"
"1263","stay healthy"
"1264","weâ€™re with you joe letâ€™s get america back on track after the train wreck of the past four years"
"1265","may i ask you a question mr president candidate of the usa what is your stand on china in clear words"
"1266","you want to achieve communism and oppression"
"1267","maybe delusions of grandeur ğÿğÿ"
"1268","you go joewe really need a healer right now"
"1269","the history and the heart of you and your partydempartyofslavery dempartyoftheconfederacyâ€"
"1270","not with creepy uncle joe"
"1271","by the way we are peppering portland next week with â€œunited for joeâ€ signs to show supportâ€"
"1272","if you know history why do you support your radical friends in their effort to erase it you democrats aâ€"
"1273","three words joe medicare for all"
"1274","enact medicareforall otherwise youll just continue making things tough for us"
"1275","when good fights evil it must not forget evil tries to masquerade as good and is more organized takingâ€"
"1276","empty words from an empty head"
"1277","fact about trump speechat liberty university"
"1278","cannot wait for the debates donâ€™t chicken out"
"1279","fewer platitudes and more meaningful policy discussion would help â€” thatâ€™s a starting point"
"1280","you provide the necessary hope to get through this dark time thank you âï"
"1281","obviously afteryears in public service you canâ€™t do shttime for your bath shuffle along"
"1282","pick susan rice vp"
"1283","speak the truth and people will follow"
"1284","medicare for allâœš college and universities tuition freeâœš nobullshitbybiden"
"1285","basement biden still at it"
"1286","which history the one your team is trying to erase or the real american history not being taught in schools anymore"
"1287","â€œthereâ€™s nothing coming weâ€™re doomed all they that stick togetherâ€"
"1288","saying and copying the same words trump has said geez joe canâ€™t you come up with somethâ€"
"1289","we love you baby duck trump"
"1290","unfortunately you are constantly trying to divide us while we are fighting this pandemic"
"1291","â€œwe choose truth over factâ€joe biden"
"1292","joe please donâ€™t make the mistake clinton made stay in pa mi wiva nv then itâ€™s yours try some fooâ€"
"1293","quid pro sleepy logan act tara reade joeğÿ˜‚ğÿ˜‚"
"1294","im very pessimistic precisely bc of the history of this countryi think that is the difference bt prolâ€"
"1295","who writes this stuff"
"1296","well donâ€™t with president trumphe is the transparent one"
"1297","iâ€™m not with you or the leftyesterdayâ€™s barr hearing showed the country how vile your party isthe câ€"
"1298","are planning a trickle up system much like clinton did that would help this nation make us free again please"
"1299","yesblah blah blah you are a parrot and puppet just like obummer"
"1300","rat"
"1301","contrary to what you say if you can get it out in one sentence donald trump is the best person to leadâ€"
"1302","hazmat suit and you â˜ïâœ”ï"
"1303","uhhh errrr um u know uhhh trump"
"1304","joe biden i hope you win this one for all the immigrants and african americans whom trump has clearly sidâ€"
"1305","whereâ€™s the help theres no national policy theres no plan thereâ€™s nothing"
"1306","your speech was a disaster america will never vote for you being weak shame and sad we democratsâ€"
"1307","whatever president trump is was surely doing great before china virus your body language and vain words speak for you old joe"
"1308","joebiden iâ€™m just glad i could be of help sounds like someone was reading keep the firepower up in uâ€"
"1309","beat the pandemic by using hydroxychloroquine as a treatment option build the economy by ending the lockâ€"
"1310","you are a gentleman you are giving away all your credits to trump bravo"
"1311","i canâ€™t wait for the debates ğÿğÿğÿ"
"1312","iâ€™m joe biden and iâ€™m gonna beat joe biden this fall so vote ğÿ— for me or him oh i donâ€™t care ğÿğÿâ€â™‚ï"
"1313","hey joekeep up the great workmeanwhile look what trump has caused with his quick openings"
"1314","all the polls they are a changing"
"1315","ğÿğÿğÿğÿğÿğÿğÿ"
"1316","keep hitting hardin fact hit hardertrump is totally inept"
"1317","aw joe nobody really believes this delusional old fella"
"1318","at least he knows hes running for president what state hes in oh and that socialism communism are bad things"
"1319","when are you hoping to start pushing your platformall you do is criticize trump tell us what you will accomplish"
"1320","what is the true agenda"
"1321","i canâ€™t wait to see joe becomes our new president the us needs you more than trump"
"1322","if you hadinstead ofhosting i might think about it why do you need aâ€"
"1323","two mad old bags together"
"1324","shut your lieing mouth"
"1325","is this his choicei dont know about this"
"1326","good luck with the fundraiserjust remember who it was that got you to the dance saved your câ€"
"1327","please donâ€™t pick warren"
"1328","go home puppets"
"1329","ive collected a pile of dried up dog poop from my front yardill send it right over ğÿ™‚"
"1330","both of you should be embarrassed stop begging for money from the people you have abandoned yoâ€"
"1331","same as sanders raid the people and keep the money regardless"
"1332","your like a version of keir starmer here we wanted corbyn got stuck with him wanted sanders got stuck with you"
"1333","nice to see you campaigning with women of color"
"1334","fool"
"1335","via internet social distance in front of monitors please"
"1336","super hope you are considering amazing susan rice for vp"
"1337","stopppp getting my hopes up ğÿ˜ğÿ˜ğÿ˜"
"1338","i respect that you committed to a woman for vp and adopted warrenâ€™s plans choose warren for vpâ€"
"1339","fuck you"
"1340","if anyone from joeâ€™s campaign reads the comments here please pickas vp progressivesâ€"
"1341","warren for vp"
"1342","ğğğğñğğğñ€ ğÿñƒñˆğğğ â€” ğ ñƒñğğğ ğ ğ›ñğğğğğ ğÿğñğğğñ‚ñ€ñ‹ğğğ ññ‚ğñ…ğğ”ğñğğñœ ñ ğğñ€ğğğğñ€ğ ğğğğğ ğğğğñ ğñ€ğâ€"
"1343","if you love your country please dont forget your hate and ask questions eg hcq doesnt work soâ€"
"1344","pick warren for vpno one else makes any sense"
"1345","â€œevenâ€"
"1346","just have your buddy barack obama give a few of thosewall street speecheshell haveâ€"
"1347","watch out shes a snake"
"1348","here comes the big donors"
"1349","warren for vp âï"
"1350","grassroots this is some serious gaslighting"
"1351","ğÿğÿğÿ"
"1352","is she still searching for yet another culture to whom she can belong"
"1353","jojorgensen"
"1354","iâ€™m feeling generous iâ€™ll give you a penny for your thoughts"
"1355","yep stealing bernieâ€™s grass roots slogan trumpâ€™s maga turned to brjng back better how abouâ€"
"1356","big tech censorship is helping to spread covid and killing people"
"1357","enforce the law faithfullywhat about about all the liberal and democrat run cities turning their bâ€"
"1358","this isnâ€™t crime fighting itâ€™s more police brutality"
"1359","winning by all legal means"
"1360","a real black man"
"1361","i think you meant to say we need governors amp mayors who will enforce the law faithfully so a president doesnt need to"
"1362","we need trump a president with out dementia"
"1363","is he really authorizing post offices to delay or close before election so our mail in ballots donâ€™t getâ€"
"1364","you democrats are the ones tearing us part"
"1365","is pedofilo"
"1366","president is not tearing the country apart it is hate filled liberals who are using unsuspecting minoritâ€"
"1367","trump will destroy america as much as possible b the novelectionbelieve it"
"1368","we have one"
"1369","thatâ€™s why weâ€™ll elect donald j trump the reason he won his first term is that america was sick of the wâ€"
"1370","we know thatâ€™s not you joe"
"1371","bidenracist"
"1372","joe do you support defunding the policeyes or nojoe will you ban fracking in the usyes or no"
"1373","can you do same to china asis doing"
"1374","letherdebate jojorgensenthe only candidate trying to heal the country"
"1375","well what would you do about this lawlessness happening in the streets"
"1376","yep we sure doyou and obama tore america apart enough to last generations trump"
"1377","bidens handlersğÿ˜‚ğÿğÿ˜‚ğÿğÿ˜‚ğÿ"
"1378","we needed that when we voted for obamabiden we got condescension race baiting divisiveness he creatâ€"
"1379","ğÿ˜"
"1380","we have a president that doesnâ€™t let foreign interest take our manufacturing industry away from the middlâ€"
"1381","unfortunately you aint the one who will bring us together"
"1382","we dont need a silly old duffer like you thats for sure"
"1383","so not you then"
"1384","is this you under the mask"
"1385","trying to imagine having the balls to come out and imply youre some kind of great choice instead of theâ€"
"1386","youre failing there jesus trumpvirus hit home about family members lost golden ticket everyone knowâ€"
"1387","so you agre we need enforce the lawor notas you said this should not be political its enforce the laâ€"
"1388","enforce the lawam confused agree with you but confusedright to protest is accepted by lawboth must aâ€"
"1389","donald has daddy issues"
"1390","well someone needs to do the hard work while the dems hides in the basements or marching with domestic terrorists"
"1391","the law what do you know about the law"
"1392","bring together in socialismdefund policeopen bordershigh taxeswhich one"
"1393","joe couldnt sleep guilty conscience"
"1394","exactly thats why were voting for trump"
"1395","donald j trump is acting like he is the dictator of the soviet union sending out agents like sending out kgb spies"
"1396","hey joe hows things with ukraine going"
"1397","who do you have in mind joebecause it aint you"
"1398","no we need a potus who will restore law and order and not hide in his basement"
"1399","hes doing great law and order"
"1400","yes we do vote jorgensen"
"1401","vicepresidentbass"
"1402","pick karen bass karenbass"
"1403","please pick"
"1404","i hope and i guess the majority of the world does that you win this election but please stop bashing tâ€"
"1405","we need a plan in place now for when the current madman loses the election more serious damage between nov and jan"
"1406","that president is trump not biden"
"1407","got anybody in mind"
"1408","this country needs you biden but make sure you keep calm as emotions have a tendency to break lose allâ€"
"1409","imagine if the metoo movement helped the girl excusing you of rape instead of abandoning her because of tâ€"
"1410","well it certainly isnâ€™t you puppet joe"
"1411","correct remember whenforced obamacare down our throats if we didnâ€™t obey we were taxed selective memory on your part"
"1412","we also need leader who put america first why in the hell did you and obama not scream withâ€"
"1413","america needs nottrump"
"1414","the fact that you are against keeping people safe tells us all what you are really about"
"1415","we need a president who will stop the pandemic which was sent in by china"
"1416","can you summon up a bit of anger or very righteous indignation in your tone cause its about that time"
"1417","dont retweet bullshit headlines like this"
"1418","i think we will keep the one that knows where heâ€™s at what state heâ€™s in what planet heâ€™s on and the dâ€"
"1419","as president trump would say whateversleepy creepy quid pro joe you are so done"
"1420","you will never be president"
"1421","we need a president who will appoint a special prosecutor to provide truth and reconciliâ€"
"1422","i swear to god if you pull this â€œwe must all uniteâ€ crap after the election we need prosecutions donâ€™tâ€"
"1423","do you know of one"
"1424","tell your democratic colleagues that lmao all they do is spew lies amp hateact like disrespectful degeâ€"
"1425","joe biden doesnâ€™t write these tweets"
"1426","joe biden said africanamericans who cant decide whether to vote for him or president trump aint black"
"1427","we need a president that doesnt hide in basements or isnt afraid to debate"
"1428","thats not you"
"1429","fingers mcchildsniffer thinks americans want to be brought together with antifa scum isnt that right fiâ€"
"1430","but id just settle for a real president"
"1431","yes joeâï"
"1432","well that leaves you out sleepy joe"
"1433","who is writing your tweets because iâ€™m pretty sure you canâ€™t form a complete sentence at this point eitâ€"
"1434","seriously drop this stronger together crap hillary tried it inand failed miserably no we need tâ€"
"1435","was that woman holding your arm a nurse or handler you looked and sounded high did you know where you were where was your mask"
"1436","we will his name is trump"
"1437","so we need a president who isnâ€™t joe â€œi donâ€™t want my kids growing up in a racial jungleâ€ biden got it"
"1438","so in other words you want cities ro remain mired in chaos while your handlers virtue signal"
"1439","so basically joe is saying there is no need to crack down on crime that a president should just ignore iâ€"
"1440","black vp"
"1441","we need a president willing to issue hazmat suits âœ”ï"
"1442","itâ€™s so obvious you donâ€™t even write your own tweets itâ€™s pathetic you need to retire from politics"
"1443","those are three major cities in swing states what a coincidence"
"1444","now do immigration law"
"1445","unite our nation against racism by declaring the kkk a terrorist organization"
"1446","is this the real joe biden"
"1447","sleeping joe dreaming"
"1448","trump is putinslowercase b"
"1449","enforce the law faithfully what a joke as democrats let anarchists burn down their cities amp you also suppâ€"
"1450","enforce the law faithfully are you fucking kidding like democrats are doing in portland and seattle itâ€"
"1451","it would help immensely if democrats would stop destroying our cities"
"1452","i guess you side with the mayors and governors who are standing idly by while federal buildings are beingâ€"
"1453","enforce the law ur planning on defunding the police you need to stop the charade you are too old for tâ€"
"1454","tearing this country apart ğÿ˜‚ğÿ˜‚ ya okaywho ever you are running this account is quite funny peâ€"
"1455","joe do you support the nd amend as our forefathers intendedyes or no"
"1456","joe will you allow my cows to fartyes or no"
"1457","joe do you support leveling the trade deficit with chinayes or no"
"1458","joe will you support late term abortionsyes or no"
"1459","the dictator has his private army he has a corrupt attorney general who legally implements his racistâ€"
"1460","will you raise taxesyes or no"
"1461","joe will you have single payer healthcareyes or no"
"1462","yes you want tounify with mobs criminalyou are tearing the country apart i am referring to one whoâ€"
"1463","joe will you have open bordersyes or no"
"1464","we do not need a president that spys ğÿ•ğÿ on his political candidates and one that actually commits treasonâ€"
"1465","oh like nobama did iâ€™ll stick with trump instead of racist joe"
"1466","is your attention span long enough to do anything other than sniff little kids hair cant wait to hear wâ€"
"1467","biden riceanybody else may get you rejected"
"1468","thatâ€™s not you pajama boy"
"1469","we have one his name is donald j trump and heâ€™s doing a fabulous job trump"
"1470","enforce the law you support organizations that are burning down our cities ignoring the laws of our lanâ€"
"1471","democrats been dividing america foryears now"
"1472","show me one tweet or one interview where you actually condemn the madnessyou cant becaâ€"
"1473","we need competetent moral leadership nowamp barr are worâ€"
"1474","how many kids you sniffed lately creepyjoebiden creepyunclejoe joebidenisarapist joebidenisaracistâ€"
"1475","who typed this for you"
"1476","of course youâ€™ll side with rioters you have no spine to protect the livelihood of minorities being impacted by the riots"
"1477","and yet you are too far gone upstairs to see you would completely finish us off"
"1478","practice forming a complete cohearant sentence first then we can discuss how after yrs in washington yâ€"
"1479","i agreethats why i wont be voting for you or trumpjojo"
"1480","we need a president who knows what year it is and where heâ€™s at"
"1481","hans gruber planned to blow up the nakatomi building with the people inside to cover his escape with the company assets he stole"
"1482","btw it isnot"
"1483","u got this vp biden ğÿ‡ğÿ‡ğÿ’ğÿ‡ğÿ‡âïâïğÿ‡ğÿ‡ ridinwithbiden"
"1484","what are u talking about you literally run to twitter every time trump sneezes to scream the sky is falâ€"
"1485","we need a guy who doesnâ€™t know where he is what heâ€™s saying or who is being selected for his running matâ€"
"1486","itâ€™s definitely not the democratic party"
"1487","do you plan on campaigning anywhere other than delawaremaybe take a question from a real reporter notâ€"
"1488","obama for vpğÿ”"
"1489","we need a raging fire to finally burn out the deadwood the reason there is a fire in the first place isâ€"
"1490","do you calm the waters by lying so much you are forced out of a presidential primary or was that a one time thing"
"1491","so there is a fire ğÿ”"
"1492","ğÿ–•trump maga saynotojimcrowejoe"
"1493","so that is why democrats support riots"
"1494","did you say this at the kingswood community center puddingbrain"
"1495","was she on your short list"
"1496","fuel to the fire your party is literally burning down our cities"
"1497","ya right cornpop"
"1498","trump is best president ever and democrats r the real racist evil your democrat blocked a good immigraâ€"
"1499","buildbackbetterbilderberg"
"1500","you canâ€™t even say struggles thestruggle"
"1501","no its main stream media and the democratic party"
"1502","nobodylikestrump"
"1503","you have literally called for people with my political beliefs to be persecuted you have added fuel"
"1504","joe amp the democrats wants to control you i am not buyingthis fake speech with a fake voicehe is tooâ€"
"1505","socialismcommunism does not work for the people itâ€™s purpose serves only to enrich the leaders that selâ€"
"1506","whos ur vp"
