"","text","emotion","polarity"
"1159","nothing we cant achieve how about healthcare noso with you letting people die in a pandemic with reâ€","unknown","positive"
"1160","joe didnt type this","unknown","positive"
"1161","you mean the history of systemic racism thatâ€™s what youâ€™re counting on or is there any other history","unknown","negative"
"1162","what have you democrats been doing in these cities for years that are burning if you did your jobs theyâ€","unknown","positive"
"1163","thething ğÿğÿğÿ","unknown","positive"
"1164","youâ€™re a career politician nearlyyears and you have nothing to showwhy would anyone believeâ€","unknown","positive"
"1165","can we achieve medicare for all together joe","joy","positive"
"1166","i donâ€™t think you do because if you did you wouldnâ€™t even be running tbh anyway iâ€™ll probably vote for you","unknown","positive"
"1167","thank you for the message of unity we have been a country divided for what seems like forever in the lasâ€","joy","positive"
"1168","i wonder if joe biden were asked to namepresidents if he could do it i wonder if joe biden can rememâ€","surprise","positive"
"1169","the history might be the same but the heart of this country is very different do you know it","joy","positive"
"1170","were going to continue spinning in bullshit until we alleviate the stress caused by povâ€","unknown","negative"
"1171","tried and wish you the best","unknown","positive"
"1172","hahahahaha whereâ€™s my boots ğÿ","unknown","positive"
"1173","nothing we cant achieve so lets simply put medicare for all on theplatform","unknown","positive"
"1174","action not wordsyou hadyears in the white house to clean up crime in chicago etc and you failed","unknown","neutral"
"1175","lets go joe","unknown","positive"
"1176","your history encompasses a genocide at its inception followed by slavery to build the foundations of theâ€","unknown","negative"
"1177","im not optimistic because well either be stuck with you a rapist who is losing cognitive function orâ€","unknown","positive"
"1178","will try to win at any cost i hope your campaign is ready to topple bs","unknown","neutral"
"1179","can you get me onto a board making millions from a foreign government","sadness","negative"
"1180","i wonder if the person writing these feels any sense of accomplishment at coming up with such hollow meanâ€","surprise","positive"
"1181","thats why you wont be president because american patriots will vote together to reelect president trump","joy","positive"
"1182","dude seriously this is rich even for thestaffer writing this crap you know damn well joe canâ€","unknown","neutral"
"1183","who wrote this one for you","unknown","positive"
"1184","you threw away the best opportunity to win southern states and southern senate seats with your not so hidâ€","unknown","positive"
"1185","itâ€™s time to step up your efforts to end the protests agitators are causing more harm amp fear that the coâ€","fear","negative"
"1186","susan rice for vp ğÿ’™ğÿ‡ğÿ‡ğÿ’™ğÿ‡ğÿ‡ğÿ’™","unknown","positive"
"1187","asking againwhoâ€™s tweeting for you","unknown","positive"
"1188","you are standing in the middle of the road blocking the way move","joy","negative"
"1189","illusions no hallucinations probably","unknown","negative"
"1190","ğÿğÿğÿğÿğÿ sometimes you just have to laugh when you speakmr eyes wide shut or was it mr head in the sand","unknown","neutral"
"1191","thought it was going to be a woman of color oh waiti forgot","unknown","positive"
"1192","yes afteryear of govâ€™t service your entire family became millionaires how","unknown","positive"
"1193","no illusions ğÿ˜œ but you have dementiaand this race is not even close","joy","negative"
"1194","you were there at the founding right","unknown","positive"
"1195","how come you want to keep locking people up for weed joe biden","unknown","neutral"
"1196","youâ€™re nothing but a trojan horse for the far left agenda","unknown","negative"
"1197","first of all i donâ€™t believe you write your own tweets second of all your a conman a plagiarist a liar and a thief","unknown","negative"
"1198","make a statement on troop withdrawal from germany please i","joy","positive"
"1199","not doing a thing with you corruption stinks like high heaven","anger","neutral"
"1200","obama tricked us with this kind of bullshit it wonâ€™t work a second time","joy","positive"
"1201","âïâïâïâïâïâïâïâïâïâïâïâï","unknown","positive"
"1202","indeed you have a massive battle ahead of you repairing the damage the administration of the lastyearâ€","unknown","negative"
"1203","when we start living in a world filled up with people who can feel the inner healing love coming from theâ€","joy","positive"
"1204","medicareforall","unknown","positive"
"1205","yeslike getting rid of politicians whove done nothing except make their families rich forsome years","unknown","negative"
"1206","you get lead around like a horseno thanks","joy","neutral"
"1207","but you wont even try threatening to veto ma supporting fracking and extending the life of the fossilâ€","unknown","negative"
"1208","thanks mr biden for the wise counsel of a grownass adult who belongs at the head of the cabinet tableâ€","unknown","positive"
"1209","go joe go","unknown","positive"
"1210","americans need medicareall you joe biden have not earned our vote joe biden you are so full of sâ€","unknown","negative"
"1211","we have no illusions you are blocking mfa gnd military budget cuts and spent your career building theâ€","unknown","negative"
"1212","if we can achieve anythingwhy arent you fighting for medicare for all","unknown","positive"
"1213","you have had overyears to fix problems and have done nothing","unknown","negative"
"1214","in the field of psychology the dunningâ€“kruger effect is a cognitive bias in which people with low abilitâ€","sadness","negative"
"1215","you are why we voted for trump","unknown","positive"
"1216","stfu forever","unknown","positive"
"1217","please run your campaign assuming he could windonâ€™t assume the common sense will prevail over their riâ€","joy","positive"
"1218","medicareall joe not profit healthcare for greed of corporate donors notmeus","unknown","negative"
"1219","how long is the list you have sir of things that you have to fix starting ini truâ€","unknown","negative"
"1220","the road is gonna be super tough ahead if you keep spitting on progressives","unknown","negative"
"1221","in a nutshell pedagogue youre delusionalâ","unknown","positive"
"1222","a brutal history","unknown","negative"
"1223","your words are empty meaningless really during a pandemic when there is so much suffering propping upâ€","sadness","negative"
"1224","green new deal medicare for allotherwise you donâ€™t get my vote","sadness","negative"
"1225","i agree we could achieve medicareforall and a greennewdealif we had political leaders who served theâ€","unknown","positive"
"1226","you have no sense of reality","unknown","positive"
"1227","endorse medicare for allwe all lost our insurance and we canâ€™t afford to be without it this country hâ€","unknown","neutral"
"1228","speaking of illusionsstill believe the trumputin fox version ofwtc amp wtceteam mikhailâ€","unknown","positive"
"1229","would be your best partner to navigate these crisesno one is better on policy and follow through give us substance","unknown","positive"
"1230","you say we can do this together years of your bullnothing will change as soon as your elected youllâ€","joy","positive"
"1231","medicareforall for the win","unknown","positive"
"1232","reclaiming my time","unknown","positive"
"1233","this doesnt sound like words you would use","joy","positive"
"1234","youre full of illusions","unknown","negative"
"1235","except medicareforall greennewdeal legalizemarijuanaworking together to create fat stock portfoliosâ€","joy","neutral"
"1236","youre the ones making it tough","unknown","negative"
"1237","thats exactly how the racists feel also they are trying to be fascist together americans must see the dâ€","joy","negative"
"1238","you sure do joe","unknown","positive"
"1239","medicareforall","unknown","positive"
"1240","platitudes ğÿ‘†","unknown","positive"
"1241","how can this be ignored","unknown","positive"
"1242","dont pick kamala then","joy","negative"
"1243","interesting joe you just stated yesterday if elected youâ€™d be the most progressive potus in history iâ€™mâ€","unknown","positive"
"1244","very few will vote for democrat chaosthey want calmthey want law and orderthey want trump","unknown","positive"
"1245","your part of the history of racism your crime law disproportionately affected minorities and is what isâ€","unknown","negative"
"1246","except medicare for all or a green new deal or free colleges universities amp trade schools or student debâ€","unknown","positive"
"1247","nap time joe","unknown","positive"
"1248","there is nothing were unable to achieve when we do it togetherlets start smallhow about a balâ€","unknown","neutral"
"1249","dude you sat in office for eight years and you and obama didnâ€™t do anything nothing but go on vacation noâ€","unknown","positive"
"1250","please choosethank you","joy","positive"
"1251","biden","unknown","positive"
"1252","medicareforall or no vote","unknown","positive"
"1253","you will definitely not know how tough the road ahead will be because you wont remember","unknown","neutral"
"1254","you have literally nothing but illusions","unknown","negative"
"1255","except for ma student loan crises holding banks accountable holding pharma accountable a green new dâ€","unknown","negative"
"1256","is medicareforall achievable because we desperately need it","unknown","negative"
"1257","iâ€™m sure you have lots of illusions joe itâ€™s time you retire and let someone younger take the lead yourâ€","unknown","negative"
"1258","how about medicare for all","unknown","positive"
"1259","fair enough you served in the senate for most of the history of the country","unknown","positive"
"1260","who ever is handling this tweeter account needs to stop we all know that this man can not get a couple oâ€","sadness","neutral"
"1261","all of a suddenjoe sounds so presidentiali cannot wait for the first livedebateyou will be exposed","unknown","neutral"
"1262","what a joke","unknown","positive"
"1263","stay healthy","unknown","positive"
"1264","weâ€™re with you joe letâ€™s get america back on track after the train wreck of the past four years","sadness","negative"
"1265","may i ask you a question mr president candidate of the usa what is your stand on china in clear words","unknown","neutral"
"1266","you want to achieve communism and oppression","sadness","neutral"
"1267","maybe delusions of grandeur ğÿğÿ","unknown","neutral"
"1268","you go joewe really need a healer right now","unknown","neutral"
"1269","the history and the heart of you and your partydempartyofslavery dempartyoftheconfederacyâ€","joy","positive"
"1270","not with creepy uncle joe","unknown","positive"
"1271","by the way we are peppering portland next week with â€œunited for joeâ€ signs to show supportâ€","unknown","negative"
"1272","if you know history why do you support your radical friends in their effort to erase it you democrats aâ€","unknown","neutral"
"1273","three words joe medicare for all","unknown","positive"
"1274","enact medicareforall otherwise youll just continue making things tough for us","unknown","neutral"
"1275","when good fights evil it must not forget evil tries to masquerade as good and is more organized takingâ€","anger","negative"
"1276","empty words from an empty head","unknown","negative"
"1277","fact about trump speechat liberty university","unknown","positive"
"1278","cannot wait for the debates donâ€™t chicken out","unknown","positive"
"1279","fewer platitudes and more meaningful policy discussion would help â€” thatâ€™s a starting point","unknown","positive"
"1280","you provide the necessary hope to get through this dark time thank you âï","sadness","neutral"
"1281","obviously afteryears in public service you canâ€™t do shttime for your bath shuffle along","unknown","negative"
"1282","pick susan rice vp","joy","negative"
"1283","speak the truth and people will follow","unknown","positive"
"1284","medicare for allâœš college and universities tuition freeâœš nobullshitbybiden","unknown","positive"
"1285","basement biden still at it","unknown","positive"
"1286","which history the one your team is trying to erase or the real american history not being taught in schools anymore","unknown","negative"
"1287","â€œthereâ€™s nothing coming weâ€™re doomed all they that stick togetherâ€","unknown","negative"
"1288","saying and copying the same words trump has said geez joe canâ€™t you come up with somethâ€","unknown","neutral"
"1289","we love you baby duck trump","joy","positive"
"1290","unfortunately you are constantly trying to divide us while we are fighting this pandemic","unknown","negative"
"1291","â€œwe choose truth over factâ€joe biden","unknown","positive"
"1292","joe please donâ€™t make the mistake clinton made stay in pa mi wiva nv then itâ€™s yours try some fooâ€","joy","negative"
"1293","quid pro sleepy logan act tara reade joeğÿ˜‚ğÿ˜‚","unknown","positive"
"1294","im very pessimistic precisely bc of the history of this countryi think that is the difference bt prolâ€","unknown","neutral"
"1295","who writes this stuff","unknown","negative"
"1296","well donâ€™t with president trumphe is the transparent one","unknown","positive"
"1297","iâ€™m not with you or the leftyesterdayâ€™s barr hearing showed the country how vile your party isthe câ€","disgust","negative"
"1298","are planning a trickle up system much like clinton did that would help this nation make us free again please","joy","positive"
"1299","yesblah blah blah you are a parrot and puppet just like obummer","joy","negative"
"1300","rat","unknown","negative"
"1301","contrary to what you say if you can get it out in one sentence donald trump is the best person to leadâ€","sadness","negative"
"1302","hazmat suit and you â˜ïâœ”ï","unknown","positive"
"1303","uhhh errrr um u know uhhh trump","unknown","positive"
"1304","joe biden i hope you win this one for all the immigrants and african americans whom trump has clearly sidâ€","unknown","positive"
"1305","whereâ€™s the help theres no national policy theres no plan thereâ€™s nothing","unknown","negative"
"1306","your speech was a disaster america will never vote for you being weak shame and sad we democratsâ€","sadness","negative"
"1307","whatever president trump is was surely doing great before china virus your body language and vain words speak for you old joe","joy","negative"
"1308","joebiden iâ€™m just glad i could be of help sounds like someone was reading keep the firepower up in uâ€","joy","positive"
"1309","beat the pandemic by using hydroxychloroquine as a treatment option build the economy by ending the lockâ€","surprise","positive"
"1310","you are a gentleman you are giving away all your credits to trump bravo","unknown","positive"
"1311","i canâ€™t wait for the debates ğÿğÿğÿ","unknown","positive"
"1312","iâ€™m joe biden and iâ€™m gonna beat joe biden this fall so vote ğÿ— for me or him oh i donâ€™t care ğÿğÿâ€â™‚ï","joy","neutral"
"1313","hey joekeep up the great workmeanwhile look what trump has caused with his quick openings","joy","positive"
"1314","all the polls they are a changing","unknown","positive"
"1315","ğÿğÿğÿğÿğÿğÿğÿ","unknown","positive"
"1316","keep hitting hardin fact hit hardertrump is totally inept","unknown","negative"
"1317","aw joe nobody really believes this delusional old fella","unknown","negative"
"1318","at least he knows hes running for president what state hes in oh and that socialism communism are bad things","sadness","negative"
"1319","when are you hoping to start pushing your platformall you do is criticize trump tell us what you will accomplish","unknown","positive"
"1320","what is the true agenda","unknown","positive"
"1321","i canâ€™t wait to see joe becomes our new president the us needs you more than trump","unknown","positive"
"1322","if you hadinstead ofhosting i might think about it why do you need aâ€","unknown","positive"
"1323","two mad old bags together","anger","neutral"
"1324","shut your lieing mouth","unknown","positive"
"1325","is this his choicei dont know about this","unknown","positive"
"1326","good luck with the fundraiserjust remember who it was that got you to the dance saved your câ€","joy","positive"
"1327","please donâ€™t pick warren","joy","neutral"
"1328","go home puppets","unknown","negative"
"1329","ive collected a pile of dried up dog poop from my front yardill send it right over ğÿ™‚","unknown","positive"
"1330","both of you should be embarrassed stop begging for money from the people you have abandoned yoâ€","unknown","negative"
"1331","same as sanders raid the people and keep the money regardless","unknown","positive"
"1332","your like a version of keir starmer here we wanted corbyn got stuck with him wanted sanders got stuck with you","joy","positive"
"1333","nice to see you campaigning with women of color","unknown","positive"
"1334","fool","unknown","negative"
"1335","via internet social distance in front of monitors please","joy","positive"
"1336","super hope you are considering amazing susan rice for vp","surprise","positive"
"1337","stopppp getting my hopes up ğÿ˜ğÿ˜ğÿ˜","unknown","positive"
"1338","i respect that you committed to a woman for vp and adopted warrenâ€™s plans choose warren for vpâ€","joy","positive"
"1339","fuck you","unknown","positive"
"1340","if anyone from joeâ€™s campaign reads the comments here please pickas vp progressivesâ€","joy","positive"
"1341","warren for vp","unknown","positive"
"1342","ğğğğñğğğñ€ ğÿñƒñˆğğğ â€” ğ ñƒñğğğ ğ ğ›ñğğğğğ ğÿğñğğğñ‚ñ€ñ‹ğğğ ññ‚ğñ…ğğ”ğñğğñœ ñ ğğñ€ğğğğñ€ğ ğğğğğ ğğğğñ ğñ€ğâ€","unknown","positive"
"1343","if you love your country please dont forget your hate and ask questions eg hcq doesnt work soâ€","joy","negative"
"1344","pick warren for vpno one else makes any sense","joy","negative"
"1345","â€œevenâ€","unknown","positive"
"1346","just have your buddy barack obama give a few of thosewall street speecheshell haveâ€","unknown","positive"
"1347","watch out shes a snake","unknown","negative"
"1348","here comes the big donors","unknown","positive"
"1349","warren for vp âï","unknown","positive"
"1350","grassroots this is some serious gaslighting","unknown","negative"
"1351","ğÿğÿğÿ","unknown","positive"
"1352","is she still searching for yet another culture to whom she can belong","joy","positive"
"1353","jojorgensen","unknown","positive"
"1354","iâ€™m feeling generous iâ€™ll give you a penny for your thoughts","unknown","positive"
"1355","yep stealing bernieâ€™s grass roots slogan trumpâ€™s maga turned to brjng back better how abouâ€","unknown","positive"
"1356","big tech censorship is helping to spread covid and killing people","unknown","positive"
"1357","enforce the law faithfullywhat about about all the liberal and democrat run cities turning their bâ€","unknown","positive"
"1358","this isnâ€™t crime fighting itâ€™s more police brutality","unknown","negative"
"1359","winning by all legal means","unknown","positive"
"1360","a real black man","unknown","neutral"
"1361","i think you meant to say we need governors amp mayors who will enforce the law faithfully so a president doesnt need to","unknown","positive"
"1362","we need trump a president with out dementia","unknown","neutral"
"1363","is he really authorizing post offices to delay or close before election so our mail in ballots donâ€™t getâ€","joy","negative"
"1364","you democrats are the ones tearing us part","unknown","positive"
"1365","is pedofilo","unknown","positive"
"1366","president is not tearing the country apart it is hate filled liberals who are using unsuspecting minoritâ€","anger","negative"
"1367","trump will destroy america as much as possible b the novelectionbelieve it","unknown","positive"
"1368","we have one","unknown","positive"
"1369","thatâ€™s why weâ€™ll elect donald j trump the reason he won his first term is that america was sick of the wâ€","disgust","neutral"
"1370","we know thatâ€™s not you joe","unknown","positive"
"1371","bidenracist","unknown","positive"
"1372","joe do you support defunding the policeyes or nojoe will you ban fracking in the usyes or no","unknown","positive"
"1373","can you do same to china asis doing","unknown","positive"
"1374","letherdebate jojorgensenthe only candidate trying to heal the country","unknown","neutral"
"1375","well what would you do about this lawlessness happening in the streets","unknown","negative"
"1376","yep we sure doyou and obama tore america apart enough to last generations trump","unknown","positive"
"1377","bidens handlersğÿ˜‚ğÿğÿ˜‚ğÿğÿ˜‚ğÿ","unknown","positive"
"1378","we needed that when we voted for obamabiden we got condescension race baiting divisiveness he creatâ€","unknown","negative"
"1379","ğÿ˜","unknown","positive"
"1380","we have a president that doesnâ€™t let foreign interest take our manufacturing industry away from the middlâ€","joy","positive"
"1381","unfortunately you aint the one who will bring us together","joy","neutral"
"1382","we dont need a silly old duffer like you thats for sure","joy","neutral"
"1383","so not you then","unknown","positive"
"1384","is this you under the mask","unknown","positive"
"1385","trying to imagine having the balls to come out and imply youre some kind of great choice instead of theâ€","joy","positive"
"1386","youre failing there jesus trumpvirus hit home about family members lost golden ticket everyone knowâ€","unknown","negative"
"1387","so you agre we need enforce the lawor notas you said this should not be political its enforce the laâ€","unknown","negative"
"1388","enforce the lawam confused agree with you but confusedright to protest is accepted by lawboth must aâ€","unknown","negative"
"1389","donald has daddy issues","unknown","positive"
"1390","well someone needs to do the hard work while the dems hides in the basements or marching with domestic terrorists","unknown","neutral"
"1391","the law what do you know about the law","unknown","positive"
"1392","bring together in socialismdefund policeopen bordershigh taxeswhich one","joy","positive"
"1393","joe couldnt sleep guilty conscience","sadness","neutral"
"1394","exactly thats why were voting for trump","unknown","positive"
"1395","donald j trump is acting like he is the dictator of the soviet union sending out agents like sending out kgb spies","joy","positive"
"1396","hey joe hows things with ukraine going","unknown","positive"
"1397","who do you have in mind joebecause it aint you","unknown","negative"
"1398","no we need a potus who will restore law and order and not hide in his basement","disgust","positive"
"1399","hes doing great law and order","joy","neutral"
"1400","yes we do vote jorgensen","unknown","positive"
"1401","vicepresidentbass","unknown","positive"
"1402","pick karen bass karenbass","joy","negative"
"1403","please pick","joy","neutral"
"1404","i hope and i guess the majority of the world does that you win this election but please stop bashing tâ€","joy","positive"
"1405","we need a plan in place now for when the current madman loses the election more serious damage between nov and jan","unknown","negative"
"1406","that president is trump not biden","unknown","positive"
"1407","got anybody in mind","unknown","negative"
"1408","this country needs you biden but make sure you keep calm as emotions have a tendency to break lose allâ€","unknown","neutral"
"1409","imagine if the metoo movement helped the girl excusing you of rape instead of abandoning her because of tâ€","unknown","positive"
"1410","well it certainly isnâ€™t you puppet joe","unknown","negative"
"1411","correct remember whenforced obamacare down our throats if we didnâ€™t obey we were taxed selective memory on your part","unknown","positive"
"1412","we also need leader who put america first why in the hell did you and obama not scream withâ€","joy","negative"
"1413","america needs nottrump","unknown","positive"
"1414","the fact that you are against keeping people safe tells us all what you are really about","unknown","positive"
"1415","we need a president who will stop the pandemic which was sent in by china","unknown","neutral"
"1416","can you summon up a bit of anger or very righteous indignation in your tone cause its about that time","anger","negative"
"1417","dont retweet bullshit headlines like this","joy","positive"
"1418","i think we will keep the one that knows where heâ€™s at what state heâ€™s in what planet heâ€™s on and the dâ€","unknown","positive"
"1419","as president trump would say whateversleepy creepy quid pro joe you are so done","unknown","positive"
"1420","you will never be president","unknown","positive"
"1421","we need a president who will appoint a special prosecutor to provide truth and reconciliâ€","unknown","positive"
"1422","i swear to god if you pull this â€œwe must all uniteâ€ crap after the election we need prosecutions donâ€™tâ€","sadness","negative"
"1423","do you know of one","unknown","positive"
"1424","tell your democratic colleagues that lmao all they do is spew lies amp hateact like disrespectful degeâ€","joy","negative"
"1425","joe biden doesnâ€™t write these tweets","unknown","positive"
"1426","joe biden said africanamericans who cant decide whether to vote for him or president trump aint black","unknown","neutral"
"1427","we need a president that doesnt hide in basements or isnt afraid to debate","disgust","negative"
"1428","thats not you","unknown","positive"
"1429","fingers mcchildsniffer thinks americans want to be brought together with antifa scum isnt that right fiâ€","joy","positive"
"1430","but id just settle for a real president","unknown","positive"
"1431","yes joeâï","unknown","positive"
"1432","well that leaves you out sleepy joe","unknown","positive"
"1433","who is writing your tweets because iâ€™m pretty sure you canâ€™t form a complete sentence at this point eitâ€","unknown","neutral"
"1434","seriously drop this stronger together crap hillary tried it inand failed miserably no we need tâ€","joy","negative"
"1435","was that woman holding your arm a nurse or handler you looked and sounded high did you know where you were where was your mask","anger","positive"
"1436","we will his name is trump","unknown","positive"
"1437","so we need a president who isnâ€™t joe â€œi donâ€™t want my kids growing up in a racial jungleâ€ biden got it","unknown","neutral"
"1438","so in other words you want cities ro remain mired in chaos while your handlers virtue signal","unknown","neutral"
"1439","so basically joe is saying there is no need to crack down on crime that a president should just ignore iâ€","unknown","negative"
"1440","black vp","unknown","negative"
"1441","we need a president willing to issue hazmat suits âœ”ï","unknown","neutral"
"1442","itâ€™s so obvious you donâ€™t even write your own tweets itâ€™s pathetic you need to retire from politics","sadness","negative"
"1443","those are three major cities in swing states what a coincidence","unknown","positive"
"1444","now do immigration law","unknown","positive"
"1445","unite our nation against racism by declaring the kkk a terrorist organization","unknown","negative"
"1446","is this the real joe biden","unknown","positive"
"1447","sleeping joe dreaming","unknown","positive"
"1448","trump is putinslowercase b","unknown","positive"
"1449","enforce the law faithfully what a joke as democrats let anarchists burn down their cities amp you also suppâ€","unknown","neutral"
"1450","enforce the law faithfully are you fucking kidding like democrats are doing in portland and seattle itâ€","joy","positive"
"1451","it would help immensely if democrats would stop destroying our cities","unknown","positive"
"1452","i guess you side with the mayors and governors who are standing idly by while federal buildings are beingâ€","unknown","positive"
"1453","enforce the law ur planning on defunding the police you need to stop the charade you are too old for tâ€","unknown","negative"
"1454","tearing this country apart ğÿ˜‚ğÿ˜‚ ya okaywho ever you are running this account is quite funny peâ€","unknown","positive"
"1455","joe do you support the nd amend as our forefathers intendedyes or no","unknown","positive"
"1456","joe will you allow my cows to fartyes or no","unknown","positive"
"1457","joe do you support leveling the trade deficit with chinayes or no","unknown","positive"
"1458","joe will you support late term abortionsyes or no","unknown","positive"
"1459","the dictator has his private army he has a corrupt attorney general who legally implements his racistâ€","unknown","negative"
"1460","will you raise taxesyes or no","unknown","positive"
"1461","joe will you have single payer healthcareyes or no","unknown","positive"
"1462","yes you want tounify with mobs criminalyou are tearing the country apart i am referring to one whoâ€","unknown","positive"
"1463","joe will you have open bordersyes or no","unknown","positive"
"1464","we do not need a president that spys ğÿ•ğÿ on his political candidates and one that actually commits treasonâ€","unknown","negative"
"1465","oh like nobama did iâ€™ll stick with trump instead of racist joe","joy","neutral"
"1466","is your attention span long enough to do anything other than sniff little kids hair cant wait to hear wâ€","unknown","negative"
"1467","biden riceanybody else may get you rejected","sadness","negative"
"1468","thatâ€™s not you pajama boy","unknown","negative"
"1469","we have one his name is donald j trump and heâ€™s doing a fabulous job trump","unknown","positive"
"1470","enforce the law you support organizations that are burning down our cities ignoring the laws of our lanâ€","unknown","positive"
"1471","democrats been dividing america foryears now","unknown","positive"
"1472","show me one tweet or one interview where you actually condemn the madnessyou cant becaâ€","unknown","negative"
"1473","we need competetent moral leadership nowamp barr are worâ€","joy","negative"
"1474","how many kids you sniffed lately creepyjoebiden creepyunclejoe joebidenisarapist joebidenisaracistâ€","unknown","positive"
"1475","who typed this for you","unknown","positive"
"1476","of course youâ€™ll side with rioters you have no spine to protect the livelihood of minorities being impacted by the riots","joy","positive"
"1477","and yet you are too far gone upstairs to see you would completely finish us off","unknown","positive"
"1478","practice forming a complete cohearant sentence first then we can discuss how after yrs in washington yâ€","unknown","positive"
"1479","i agreethats why i wont be voting for you or trumpjojo","unknown","positive"
"1480","we need a president who knows what year it is and where heâ€™s at","unknown","negative"
"1481","hans gruber planned to blow up the nakatomi building with the people inside to cover his escape with the company assets he stole","unknown","negative"
"1482","btw it isnot","unknown","positive"
"1483","u got this vp biden ğÿ‡ğÿ‡ğÿ’ğÿ‡ğÿ‡âïâïğÿ‡ğÿ‡ ridinwithbiden","unknown","positive"
"1484","what are u talking about you literally run to twitter every time trump sneezes to scream the sky is falâ€","joy","neutral"
"1485","we need a guy who doesnâ€™t know where he is what heâ€™s saying or who is being selected for his running matâ€","unknown","neutral"
"1486","itâ€™s definitely not the democratic party","unknown","positive"
"1487","do you plan on campaigning anywhere other than delawaremaybe take a question from a real reporter notâ€","unknown","negative"
"1488","obama for vpğÿ”","unknown","positive"
"1489","we need a raging fire to finally burn out the deadwood the reason there is a fire in the first place isâ€","unknown","negative"
"1490","do you calm the waters by lying so much you are forced out of a presidential primary or was that a one time thing","unknown","negative"
"1491","so there is a fire ğÿ”","unknown","positive"
"1492","ğÿ–•trump maga saynotojimcrowejoe","unknown","positive"
"1493","so that is why democrats support riots","unknown","positive"
"1494","did you say this at the kingswood community center puddingbrain","unknown","positive"
"1495","was she on your short list","unknown","negative"
"1496","fuel to the fire your party is literally burning down our cities","unknown","positive"
"1497","ya right cornpop","unknown","positive"
"1498","trump is best president ever and democrats r the real racist evil your democrat blocked a good immigraâ€","anger","positive"
"1499","buildbackbetterbilderberg","unknown","positive"
"1500","you canâ€™t even say struggles thestruggle","unknown","positive"
"1501","no its main stream media and the democratic party","unknown","positive"
"1502","nobodylikestrump","unknown","positive"
"1503","you have literally called for people with my political beliefs to be persecuted you have added fuel","sadness","positive"
"1504","joe amp the democrats wants to control you i am not buyingthis fake speech with a fake voicehe is tooâ€","unknown","negative"
"1505","socialismcommunism does not work for the people itâ€™s purpose serves only to enrich the leaders that selâ€","unknown","positive"
"1506","whos ur vp","unknown","positive"
"1507","meanwhile your â€œinstinctâ€ is to tell voters that they canâ€™t have the things that they want and expect tâ€","joy","positive"
"1508","i hear youre running for senate and plan to get every american a gig in ukraine that pays k per month","surprise","negative"
"1509","who writes your slogans platitudebot","unknown","positive"
"1510","bidencorruption and treasonous","unknown","negative"
"1511","joe you wrote thecrime bill that tore black families apart inyears of public service you havenâ€","unknown","negative"
"1512","yes please show us trump still wins if he is everywhere even if itâ€™s doing and saying the wrong thinâ€","joy","neutral"
"1513","you said ur running for senateyour supporting someone who has dementia","unknown","positive"
"1514","stop diddling kids","unknown","positive"
"1515","how long do you think you will resign or live if you were electedâ˜ï","joy","positive"
"1516","sleepyhead","unknown","positive"
"1517","is it sleepy timepaw pawhave some puddingwheres hunter","unknown","positive"
"1518","i got hairy legs","unknown","positive"
"1519","is this the proper way to kissyour granddaughterasking for america ğÿ”","unknown","negative"
"1520","calm the waters and lower the temperatureswowthats deepğÿ˜ you mean like obama did when he told hisâ€","joy","positive"
"1521","what now","unknown","positive"
"1522","joebidenisaracist joebidenisadisgrace","unknown","positive"
"1523","then stop talking","unknown","positive"
"1524","hows hunterchinese still buying him off asking formillion friendslmao","unknown","positive"
"1525","going to restart the apology tour again bowing is out of fashionkneeling is the new hotness","unknown","positive"
"1526","i want to see you take questions that are not scripted","unknown","positive"
"1527","with these few words youâ€™ve won many heart america should be put back on track againtrump is a americans mistake","joy","neutral"
"1528","president is not tearing the country apart it is hate filled liberals who are using unsuspecting minoritâ€","anger","negative"
"1529","i will vote for you but i am afraid that you will let iran grow and become stronger","fear","negative"
"1530","go back to sleep time line says your assistant typed thishours ago and it still finds its way in my fâ€","unknown","negative"
"1531","sad that his family watches his clone do this bahahahahaha","sadness","negative"
"1532","build back better sounds a lot like â€œmake america great againâ€just not as good does he need to buildâ€","joy","positive"
"1533","it would not be unkind at this point to tell joe he won and put him in a nice home somewhere","fear","neutral"
"1534","career politicians we dont need","unknown","negative"
"1535","your a communist and anyone who votes for you is a communist too","unknown","positive"
"1536","buffoon","unknown","positive"
"1537","is a floating dumpster fire he burns down anything he touchesğÿ˜ğÿ˜ğÿ–•ğÿğÿ–•ğÿ","unknown","positive"
"1538","leadership like antifa and blm like that kind of leadership latinasfortrump","joy","positive"
"1539","trump","unknown","positive"
"1540","somehow i donâ€™t think attacking your opponent with false claims of racism is helping to lower the temperaâ€","unknown","negative"
"1541","it exactly what your mudslinging campaign is doing too perhaps look in the mirrorthen step down as a caâ€","unknown","negative"
"1542","president trump is as busy as any president i can rememberall of your suggestions are what hes alreadâ€","unknown","negative"
"1543","we get it you think like many democrat mayors and governors that appeasing the mob will fix things","joy","positive"
"1544","does joeâ€™s twitter writer doesnâ€™t get paid forhis tweets the are incredibly lamejoeâ€™s diminishing mâ€","sadness","negative"
"1545","by retreating","unknown","positive"
"1546","people use common sense this person is a fraud always has been and is a fool who if elected will be taâ€","unknown","negative"
"1547","why couldnâ€™t you â€œbuild back betterâ€ during theyears you and obama were running things you guys builtâ€","unknown","positive"
